LegalDescription,TownshipRange,Township,Range,Section,County,Created,Modified,Modified By,TownshipRange,DocumentName,ID
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5193375.pdf","1002"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5193376.pdf","1003"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5193377.pdf","1004"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5193378.pdf","1005"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5193379.pdf","1006"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5193761.pdf","1007"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 31</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030A78A3.pdf","1008"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 31</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030A78A4.pdf","1009"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 31</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5216676.pdf","1010"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 31</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5216681.pdf","1011"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 31</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5216692.pdf","1012"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 31</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5216694.pdf","1013"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 31</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5216697.pdf","1014"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 31</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","occ5216700.pdf","1015"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030A90D4.pdf","1016"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA12B.pdf","1017"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA12C.pdf","1018"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA12D.pdf","1019"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA12E.pdf","1020"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA12F.pdf","1021"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA130.pdf","1022"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA131.pdf","1023"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA132.pdf","1024"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA133.pdf","1025"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA134.pdf","1026"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA135.pdf","1027"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA136.pdf","1028"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA137.pdf","1029"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA138.pdf","1030"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA139.pdf","1031"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA13A.pdf","1032"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA13B.pdf","1033"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA13C.pdf","1034"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA13D.pdf","1035"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA13E.pdf","1036"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA13F.pdf","1037"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA140.pdf","1038"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030AA141.pdf","1039"
"<font color=""%23000000"">SECTIONS 17 AND 20, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTIONS 17 AND 20</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030B3D2E.pdf","1040"
"<font color=""%23000000"">SECTIONS 17 AND 20, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTIONS 17 AND 20</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030B3D30.pdf","1041"
"<font color=""%23000000"">SECTION 20, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 20</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030B682E.pdf","1042"
"<font color=""%23000000"">SECTION 20, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 20</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030B682F.pdf","1043"
"<font color=""%23000000"">SECTION 17, TOWNSHIP 14 NORTH, RANGE 10 WEST, CANADIAN</font>","T14N-R10W","T14N","R10W","<font color=""%23000000"">SECTION 17</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R10W","030B6830.pdf","1044"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 20, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTION 20</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","03097287.pdf","1045"
"<font color=""%23000000"">SECTIONS 4 AND 9, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTIONS 4 AND 9</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","030AB195.pdf","1046"
"<font color=""%23000000"">SECTIONS 4 AND 9, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTIONS 4 AND 9</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","030AB196.pdf","1047"
"<font color=""%23000000"">SECTIONS 16 AND 21, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","030AB197.pdf","1048"
"<font color=""%23000000"">SECTIONS 16 AND 21, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","030AB198.pdf","1049"
"<font color=""%23000000"">SECTIONS 16 AND 21, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","030AB199.pdf","1050"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTION 4</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","030ABB44.pdf","1051"
"<font color=""%23000000"">SECTION 9, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTION 9</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","030ABB45.pdf","1052"
"<font color=""%23000000"">SECTION 16, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTION 16</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","030ABB46.pdf","1053"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","030ABB47.pdf","1054"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","occ5257650.pdf","1055"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","occ5257651.pdf","1056"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTION 12</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","occ5257652.pdf","1057"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 24, TOWNSHIP 14 NORTH, RANGE 8 WEST, CANADIAN</font>","T14N-R8W","T14N","R8W","<font color=""%23000000"">SECTION 24</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R8W","occ5267569.pdf","1058"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 14, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 14</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","occ5164754.pdf","1059"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 14, TOWNSHIP 14 NORTH. RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 14</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","occ5164761.pdf","1060"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 23 AND 14, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTIONS 23 AND 14</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","occ5166411.pdf","1061"
"<font color=""%23000000"">SECTION 6, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 6</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","03095F1F.pdf","1062"
"<font color=""%23000000"">SECTION 6, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 6</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","03095F20.pdf","1063"
"<font color=""%23000000"">SECTIONS 5 AND 8, 	 CAUSE CD NO. 201500392 TOWNSHIP 14 NORTH, RANGE 9 WEST, ALL IN CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTIONS 5 AND 8</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","03096145.pdf","1064"
"<font color=""%23000000"">SECTIONS 5 AND 8, 	 	 CAUSE CD NO. 2015 90393 TOWNSHIP 14 NORTH, RANGE 9 WEST, ALL IN 	 CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTIONS 5 AND 8</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","03096146.pdf","1065"
"<font color=""%23000000"">SECTIONS 5 AND 8, 	 	 CAUSE CD NO. 2015 90393 TOWNSHIP 14 NORTH, RANGE 9 WEST, ALL IN 	 CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTIONS 5 AND 8</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","occ5174446.pdf","1066"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 8</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","03097291.pdf","1067"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 8</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","occ5176339.pdf","1068"
"<font color=""%23000000"">SECTION 17, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 17</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","03097527.pdf","1069"
"<font color=""%23000000"">SECTION 17, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 17</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","0309752B.pdf","1070"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 33 TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 33 TOWNSHIP 14 NORTH</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","03098A35.pdf","1071"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 32, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 32</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","03098A36.pdf","1072"
"<font color=""%23000000"">SECTION 6, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 6</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030A00DC.pdf","1073"
"<font color=""%23000000"">SECTION 34, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 34</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030A751D.pdf","1074"
"<font color=""%23000000"">SECTION 34, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 34</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030A751E.pdf","1075"
"<font color=""%23000000"">SECTION 34, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 34</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030A751F.pdf","1076"
"<font color=""%23000000"">SECTION 34, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 34</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030A7520.pdf","1077"
"<font color=""%23000000"">SECTION 34, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 34</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030A7521.pdf","1078"
"<font color=""%23000000"">SECTION 34, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 34</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030A7522.pdf","1079"
"<font color=""%23000000"">SECTION 34, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 34</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030A7523.pdf","1080"
"<font color=""%23000000"">SECTION 34, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 34</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030A7524.pdf","1081"
"<font color=""%23000000"">SECTION 34, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 34</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030A7525.pdf","1082"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030AA154.pdf","1083"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030AA155.pdf","1084"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030AA156.pdf","1085"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030AA157.pdf","1086"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 14 NORTH, RANGE 9 WEST, CANADIAN</font>","T14N-R9W","T14N","R9W","<font color=""%23000000"">SECTION 21</font>","CANADIAN","05/17/2016 02:48 PM","05/17/2016 02:48 PM","Lance Mason","T14N-R9W","030AA158.pdf","1087"
